comment	rate
This was a excellent book from Matthew McConaughey. He tells stories that are full of vibrance, advice, direction, and meaning. It was a refreshing read in the midst of this year. Greenlights serves as a reminder than if you wait for a red light to turn green, you might just be rewarded.	5.0 out of 5 stars
This is an awe inspiring book that I couldn’t put down. It has changed my life and perspective on it.	5.0 out of 5 stars
Lot of personal, humorous stories. Really enjoyable read!	5.0 out of 5 stars
This was a wonderful journey with McConaughey, his outlook, lessons, experiences was exciting and enlightening!  Thank you Mathew for taking the time to write and give us your story!	5.0 out of 5 stars
Good	3.0 out of 5 stars
ENJOY THIS BOOK, GREAT READING & LOVED IT!	5.0 out of 5 stars
Great book	5.0 out of 5 stars
Wonderful tead	5.0 out of 5 stars
I really enjoyed reading this book	5.0 out of 5 stars
Book is a gift and I'm sure the book itself will be wonderful and appreciated. Unfortunately the book arrived bent and wrinkled on the front and back corners. Will still be giving as a gift but wish it had arrived in better condition.	3.0 out of 5 stars
AMAZING book , ive already Listened to the audio book and about to read this hardcover but ummmmmm, why is book cover is too small ??!! WHYYYYYY!!!	4.0 out of 5 stars
I liked the relaxed style - easy to put down and pick up without missing a beat.	5.0 out of 5 stars
Not the best writer but dont think he was going for that reader. I love Matthew and go see all his movies but the last one was not his best. Rock on Matthew!!	5.0 out of 5 stars
While not a life-changing book, this one is simultaneously entertaining and reflective.  It’s worth a read, especially if you’re too busy with your life to slow down and start livin.	4.0 out of 5 stars
One of the best reads I've ever had! Wholeheartedly recommend! McConaughey is a good man, I thought before reading the book, and saying that I was convinced after, would be a big umderstatement!	5.0 out of 5 stars
Great book	5.0 out of 5 stars
Thought this book was a great read.  The story was inspiring and Matthew MConaughey appears true to himself and his ideals.  Very relatable.  Those that disparaged him and his writing abilities missed the point of the book in my opinion.	5.0 out of 5 stars
Can’t wait to read Matthew’s new book, it is a Christmas gift.	5.0 out of 5 stars
Mathew is a good story teller.  He has lived an interesting life and has been graced with a loving although off times crazy family.  An enjoyable easy read.  Helps you see the yellow red and green lights in your own life	4.0 out of 5 stars
Made me take a peek at my origins and discover that	5.0 out of 5 stars
It is difficult to read the white on black print & the hand written pages. Otherwise I really enjoyed the book! Alright, alright, alright!8	5.0 out of 5 stars
I loved this book. We need to be more truthful with one self and do what we like. I have recommended this book to several of my friends and have bought for a gift	5.0 out of 5 stars
I enjoyed this memoir and it’s hysterical, outlandish tales!  Wondering how true some of them really are after reading that his mother and father approved of lying, except when you get caught?  Still love his tenacity and perseverance.  It’s very inspiring :smiling_face_with_3_hearts:	5.0 out of 5 stars
Thoroughly enjoyed this. I feel like I sat down and had a conversation with him for the 3 days I spent reading it. Highly recommend	5.0 out of 5 stars
Loved this book. Hated to put it down.	5.0 out of 5 stars
It was great to hear how Matthew lives his life! He is a stud and this was a fun book!	5.0 out of 5 stars
Love it.	5.0 out of 5 stars
Good distraction to life stresses, while giving you reminders to live your best life. Love how he shares the good and the bad of his life!	5.0 out of 5 stars
Really enjoyed it! I never give 5s to autobiographies so a 4 is high praise!	4.0 out of 5 stars
Laughed , cried , played music found inside , needed this reminder , two truths met in one place , connectivity with the author on my own individual journey , looking for God , and the words guided me to my next destination , gracias	5.0 out of 5 stars
Very introspective and written in a very interesting propositional way as in a human mentoring of an Everyman type of person.  Not a this is how you do it success story book. Great book to consider techniques to better ones self.	5.0 out of 5 stars
Reading this again	5.0 out of 5 stars
Extraordinary positivity and brutally honest. I can’t set it down. Highly recommend.	5.0 out of 5 stars
I chose this book because I have always found Mr. McConaughey work fascinating. I wanted to learn about his life and what drives him. I was not disappointed. I have learned so much about life and livin. Thank you for sharing your truth.	5.0 out of 5 stars
Appreciate the vulnerability, wisdom and humor displayed throughout this book. The message of Greenlights is powerful. It's your life, you decide - pivot when necessary, always looking for the Greenlights.	5.0 out of 5 stars
The book was supposed to be a present, hence it arrived without the cover. SO dissapointed	1.0 out of 5 stars
A must read! Could not put the book down. 5 stars for sure!	5.0 out of 5 stars
Received it earlier then promised and the book is in perfect condition.	5.0 out of 5 stars
This was an incredible book about living life large! Make sure you get the Audio book because McConaughey does the entire narration that only he can do with all the spirit behind the man.	5.0 out of 5 stars
Very good read and chronicle of fifty years of Matthew McCaunahey’s life and challenges. Definitely recommend audible book. Wouldn’t be the same of he wasn’t the orator.	5.0 out of 5 stars
What can’t McConaughey do? This book proves he can practically do it all	5.0 out of 5 stars
Lovin, livin, searchin, reinventin...all verbs.  Thanks for reminding me of the order of things...values, continued self-discovery/analysis, and the work required to remove the non-essentials to be competent!  Well done, sir.	5.0 out of 5 stars
Amazing perspectives on life. Loved learning more about Matthew McConaughey. Enjoyed the quotes and his thoughts about becoming your best self. Definitely recommend.	5.0 out of 5 stars
Love the book and loved his narration on audible.  I've listened to other books that he has narrated but, listening to him narrate his own story was a real treat.	5.0 out of 5 stars
Great read. Lots of interesting thoughts.	5.0 out of 5 stars
This was easily the most enjoyable read I've had all year.	5.0 out of 5 stars
If you are a fan, this book is something you need to get!	5.0 out of 5 stars
I thoroughly enjoyed Greenlights. He’s a great storyteller and shares his life lessons in an easy going and fun manner.	5.0 out of 5 stars
This was a great read and I enjoyed the story, I recommend this too anyone that wants to take a deeper look at life.	5.0 out of 5 stars
Absolutely opened this expecting something I either couldn’t relate to or thought was inconsequential. Brilliant read that genuinely makes one think, and was extensively relevant to this small-town plumber’s life.	5.0 out of 5 stars
Great read and an amazing look into the life of Mathew. I gained a lot of good wisdom from this book.	5.0 out of 5 stars
I usually do not read autobiographies from Hollywood actors,  it this one stood out. Filled with semi-prophetic truths and common sense...turned out to be solid work.	5.0 out of 5 stars
Matthew McConaughey's book is witty, sad, captivating, funny, you name it. He's brilliant and I have far more respect for him after reading this book. Highly recommend this purchase to any fan and fellow Texan.	5.0 out of 5 stars
getting the narrated version  is way better. the words just jump of the page. I have a new respect for him as an actor father and human	5.0 out of 5 stars
I’ve always appreciated Matthew’s authenticity but man oh man did he show us his depth in Greenlights! A must read for anyone who wants to dig deeper in life and find the road to enlightenment. Recalibrate!	5.0 out of 5 stars
Matthew McConaughey is a great story teller. I could hardly put the book down. This is the first book written by him that I have read. What he has done in his life is amazing.	5.0 out of 5 stars
Got through this book faster than any other. Read it in the morning and you’ll have a great day and makes you want to get up early the next day to get back into it. Thanks:)	5.0 out of 5 stars
Loved this book and learning the stories of his life. He is a very interesting man	5.0 out of 5 stars
Anyone that appreciates a beautiful “mind” like Mathews and is asking himself questions that matters in life will truly appreciate this book. It’s more than a memoir. It’s insight of a beautiful mind.	5.0 out of 5 stars
Love this book	5.0 out of 5 stars
A lighthearted, insightful, inspiring, and thoughtful look beyond the great actor and human being. Highly recommend reading more than once.	5.0 out of 5 stars
A fast, riveting read from someone that has, so far, lived a fascinating life. Inspirational and thought-provoking...now off to plan my motorcycle trip around Europe.	5.0 out of 5 stars
The memoir was humble and introspective in all ways. A man for all seasons.	5.0 out of 5 stars
Great story-funny-captivating. Matthew is a great story teller!! It was a nice glimpse into his life. He loves his family.	4.0 out of 5 stars
Great read! Fascinating book by a fascinating man. Full of life lessons and new perspectives on life among other things.	5.0 out of 5 stars
A boost to help get you where you need to go. Uplifting.	5.0 out of 5 stars
Honest, enlightening,. Inspirational. A great easy read. It's good to see someone who has been a successful celebrity for so long can still be grounded and remembers where he came from.	5.0 out of 5 stars
Well done - thank you - lookin forward to the next one! He’s reached cruising altitude with a long way to go in cruise altitude	5.0 out of 5 stars
Excellent book! Had no idea he lived such an interesting, adventurous life!	5.0 out of 5 stars
I moved to Longview 2 years before MM. I knew his friend, Rob and some of his classmates, so I’ve been interested in his career. Now that I live near Austin, we hear about MM often.	5.0 out of 5 stars
Highly Recommended! I couldn’t put this book down. Thank you for sharing your green lights with us Matthew. “Alright, Alright, Alright”.	5.0 out of 5 stars
Mathew, thank you for being you. I can't wait to share this book with my friends. I hope they will enjoy the inspiration. Love and God Bless, Carolyn.	4.0 out of 5 stars
Read in a day.  Greenlights!	5.0 out of 5 stars
Excellent read, and wholesome look at growing up, and moving through life with a good attitude	5.0 out of 5 stars
Fanstastic book! The cover and texture are absolutely stunning and aesthetically pleasing. Matthew can go no wrong.	5.0 out of 5 stars
What an amazing book and such an amazing human being.  I highly recommend this book to anyone and everyone. It makes a great gift for the holiday time too!	5.0 out of 5 stars
Entertaining and easy. Enjoyed it all the way through. A lot of life lessons. Just keep living and we will all get through it.	5.0 out of 5 stars
Such a great book. I really enjoyed reading this. He has lead an interesting life. Thank you for allowing us in.	5.0 out of 5 stars
Beautiful, light, inspiring book. I loved it and absolutely recommend it. Matthew’s story is a call to action. Let’s catch more greenlights.	5.0 out of 5 stars
Well hell, what does it matter what I have to say about this book.  All that matters is that it’s a masterpiece of a story.  Lovely for any other story tellers out there	5.0 out of 5 stars
Great book	5.0 out of 5 stars
I liked the book a lot but I thought it was an audio book and it wasn't.	5.0 out of 5 stars
Real. Authentic. Encouraging.  Inspiring.  Raw.  McConaughey puts it all out there with no holds barred.  This book was just what I needed!	5.0 out of 5 stars
Beautiful piece, you can find philosophical reflections here, humor, great stories ;reading this book you rethink your life, and start to ask yourself more questions	5.0 out of 5 stars
I freaking loved it. I couldn’t help read it like he was speaking directly to me, accent, diction and all. Amazing stories and lessons.	5.0 out of 5 stars
Engaging, funny, entertaining. One of the best books I’ve read in a long time.	5.0 out of 5 stars
Hearty, light - such a fascinating story. Highlights the value of being self-aware. One of those books that will be hard to put down and you wish it never ends!	5.0 out of 5 stars
I received this package more quickly than expected. Book has an authentic "signed edition" sticker, and the signature matches the placement and style of others.	5.0 out of 5 stars
A must read. Fun, funny and very rich in great quotes and life lessons. I loved it!!!! And I was sad when it ended...	5.0 out of 5 stars
As a fan of him, I was so happy to listen his own book with his own voice.	5.0 out of 5 stars
HELP!	5.0 out of 5 stars
He tells a great story about his life while relating it to every ones everyday life. Thoroughly enjoyed the book.	5.0 out of 5 stars
I bought a copy for me and 1 for my daughter.  Loved the book. Enjoyed discussing with my daughter	5.0 out of 5 stars
This was a great book that brought some energy to my life when I needed it! I have recommend to many friends.	5.0 out of 5 stars
I loved this book. What an interesting, low key life Matthew has led.	5.0 out of 5 stars
Gift for my Son.  He loves it:double_exclamation_mark_selector:	4.0 out of 5 stars
Bought as a gift for my mother in law, the binding and sleeve are beautiful !	5.0 out of 5 stars
This is the good stuff. This is what I want to live for. This is what makes me want to find myself.	5.0 out of 5 stars
Brutally honest. A genuine conversation with Mathew.  He will push you towards a reflection and action. Thank you for sharing.	5.0 out of 5 stars
I really enjoyed this book. It was a nice surprise. A book to enjoy, a book to discover and also very insightful. Thank you Mathew McConaughey.	5.0 out of 5 stars
MDM reveals insight into what life has had, is now and what/how to make it a real experience to be proud of being yourself.	5.0 out of 5 stars
This book was so inspiring and helpful. Thank you Matt.	5.0 out of 5 stars
This book kept me on my toes and was very relatable. Matthew is a master soul searcher and reinventor. I thought it was a good memoir.	5.0 out of 5 stars
Best Book honest and just how he thinks and more about him, real take you home honest book!	5.0 out of 5 stars
Fantastic read. Great layout, can't put it down!!!!	5.0 out of 5 stars
Entertaining, but a very general autobiography.	3.0 out of 5 stars
Thee best, most unique book I’ve ever read. You must read!	5.0 out of 5 stars
A mix of a memoir and life themes that anyone can relate to.  Love MM even more now.	5.0 out of 5 stars
Very interesting and inspirational!  Dear Mr Mcconaughey, sorry about the Bills. I feel your pain!  - A life long Bills Fan	5.0 out of 5 stars
Very entertaining and inspiring. Great read and addicting, I could not putting down. I highly recommend. You will love it.	5.0 out of 5 stars
My hubby cant wait to read.	5.0 out of 5 stars
Wow . What an incredible book. Definitely worth the read to any type of audience . Matthew McConaughey is an amazing man	5.0 out of 5 stars
I like this book thank you	5.0 out of 5 stars
What a inspiring book and modavating.	5.0 out of 5 stars
I like how he lived his life; he made me feel his dreams; he pulled me into the adventures of his world.	5.0 out of 5 stars
Great read!!	5.0 out of 5 stars
Great story will keep you laughing gets a little dry in the middle but is still very interesting highly recommend!!!	5.0 out of 5 stars
Such a good and easy read! It’s fun to learn about his journey!	5.0 out of 5 stars
Great read	5.0 out of 5 stars
Honest, inspirational and funny! Quick and easy read. Couldn’t wait to pick it back up and hear the next anicdote.	5.0 out of 5 stars
Honest, thoughtful and engaging.  Insightful thoughts on life and the many questions we all face. I will read it again.	4.0 out of 5 stars
Full of experiences, challenges, and tips about life. The book is engaging and written in a simple and fun way!	5.0 out of 5 stars
Great read! What’s not to love about Matthew? Nice book to add to my collection!	5.0 out of 5 stars
Good read, flows well and an easy read while relaxing by the pool	5.0 out of 5 stars
This book is helping me have faith in my crossroad and I am so looking forward to the journey! Thank you!	5.0 out of 5 stars
Could not put this book down. Easy read full of funny stories and insight into the life of a role model	5.0 out of 5 stars
Bought the audible version and it was very interesting.	5.0 out of 5 stars
Product is in mint condition & is such an amazing read!:growing_heart:	5.0 out of 5 stars
I like the hard cover.  Great addition to my home library.  Very inspiring book..	5.0 out of 5 stars
Great Book!	5.0 out of 5 stars
Fabulous book, love learning about Matthew and his experiences. A great read	5.0 out of 5 stars
Interesting reflections from the mind of this man	4.0 out of 5 stars
Good	5.0 out of 5 stars
It is a gift! And is in perfect condition!	5.0 out of 5 stars
I enjoyed Greenlights; I laughed so much with all of Matthew McConaughey's stories.	5.0 out of 5 stars
Easy and enjoyable read. Loved it so much I read it over a few days	5.0 out of 5 stars
First of all, others may like this book because they have different criteria for a "good read" than I do.  That said, I didn't really like this book.  To me, it was like this book didn't even need to be written.  What was the point?  What message was he really trying to send by writing this book?  It's filled with stories from his life that are rambling and disjointed.  The only "theme" to this book is that Matthew McConaughey loves life, feels fortunate, loves to smoke a bowl of marijuana and drink, and doesn't take life very seriously.  I think it's great he's a happy man and has traveled the world in search of himself, even going so far as to take a solo trip to the Amazon River to get out of Hollywood and his own head.  He's obviously a down-to-earth man and doesn't consider himself to be the typical Hollywood movie star.  For me, the downfall of the book is his purported "insight" into life after traveling solo and spending time with the natives in less-traveled areas of the world.  He admits that he considers himself a poet, but what from I read, he's writing it while stoned.  The biggest disappointment for me was his glossing over his screwed up childhood with a violent father and mother.  He says he doesn't regret being raised that way.  Well, it apparently hasn't hurt him any because he talks about how wonderful his life is and that he wouldn't have had it (his childhood) any other way.  For all of his talk about insight, this comes as the biggest shock of all.  His dad's rite of passage for his boys was to take them on physically to see if they could take their old dad.  Matthew had no problem with that.  Okay.  I get it.  He's a good ole' boy.  But one of his brothers ended up knocking out the dad cold during his coming of age brawl with dear old dad.  Matthew writes about this and other violent family episodes like they were funny.  Overall, this book made me see him in a different light and not in a good way.	2.0 out of 5 stars
Just as expected.	5.0 out of 5 stars
I’ve never seen a jacket cover that doesn’t fit the book?	2.0 out of 5 stars
Great read!	5.0 out of 5 stars
Love love his book amazing great job	5.0 out of 5 stars
All right all right all right!  Book is amazing!	5.0 out of 5 stars
Perfect	5.0 out of 5 stars
Love Love this book. A true gem for the reader.	5.0 out of 5 stars
Book was delivered with a 5 inch tear in the paper bookcover	3.0 out of 5 stars
Couldn’t put the book down.	5.0 out of 5 stars
Heartfelt stories but wow so much of a copy of my life.	5.0 out of 5 stars
Loved the book!! Honest, inspiring, and fun to read.	5.0 out of 5 stars
Very good!	5.0 out of 5 stars
Loved this book	5.0 out of 5 stars
Smooth, easy flowing and refreshing read!	4.0 out of 5 stars
The reading level is about middle school. definitely pass on this and dont waste time reading something that adds no value to your life - just a time drain. I  like him as an actor but this book really makes me think twice about the guy. He has a lot of opportunity here to talk about important issues facing society today and instead really just puffs himself up for having pursued selfish interests.	1.0 out of 5 stars
Great book. Incredible stories!	5.0 out of 5 stars
Awesome read! Very enjoyable!	5.0 out of 5 stars
Excellent book.	5.0 out of 5 stars
Awesomeeeeeee	5.0 out of 5 stars
Love it	5.0 out of 5 stars
I loved this book.	5.0 out of 5 stars
After about 25 pages of scatter-shot points (!?!?) with no subject/verb construction, I returned the book to my library.  There was no theme, no “story”—nothing to look forward to learning or reading. Maddening that it used b/c repeatedly (couldn’t spare the full word?).  I absolutely love him as an actor, especially in the “Lincoln Lawyer,” and his ads for Lincoln autos. He is NOT a compelling author.	1.0 out of 5 stars
Normal people go to therapy to deal with their issues, but I guess idiot celebrities get million $$$ book deals with intentionally incorrect dust jackets. I don't know why McConaughey opens the book trying to justify and explain away his parents' abuse -- this is NOT okay.	1.0 out of 5 stars
“All lives can’t matter until Black Lives Matter more” What?!! Racist nonsense - Amazon should remove this book	1.0 out of 5 stars
I hate this.  Couldn't get through how wonderful he thinks he is.	1.0 out of 5 stars
I was going to give this as a gag gift to a friend but now I don't even think the recipient will want it.	1.0 out of 5 stars
Being a Matthew McConaughey fan I was excited to listen to this book - especially since he is narrating.  I did enjoy hearing the stories of his childhood, parents, and how he got into acting and so forth.  The parts I didn't like so much were the "note to self" and "prescribe" scattered throughout.  Honestly, my eyes glazed over during those parts.  Too many euphemisms for my taste.	3.0 out of 5 stars
it's practically unreadable on kindle, messed up format or whatever, it's the first book a few hundreds that i can't even browse through. the font is not adjustable, gave up after 5 minutes of killing my eyes.	1.0 out of 5 stars
Like him as actor. Not so much as author. He is narcissistic and glib, full of himself. Humility, though he mentions it in book, is not something he possesses. His writing became tiresome.	1.0 out of 5 stars
great actor though	2.0 out of 5 stars
I am so glad I didn't actually have to PAY to read the first couple of chapters of this book...what a waste of money that would have been!  I've always loved Matthew, but this book sucks and really lessens my opinion of him.  I really don't understand all of the great reviews...	1.0 out of 5 stars
Spouts platitudes that sound deep but have no real meaning or application to someone else's life. It's always amazing how words coming from the cool kid in class is assumed to have such wisdom and they're forgiven for nonsense that anyone else would be called on to account for.	1.0 out of 5 stars
I do not respect any human who chooses to shoot trapped wild animals.  And YES he did.  Coward.	1.0 out of 5 stars
Update: written sample available for viewing now - with samples of inserts!	4.0 out of 5 stars
I squirmed listening to this.  What a distorted upbringing where stealing and dishonesty is so encouraged!	1.0 out of 5 stars
Narcissist? It **is** a memoir so you know it is the author writing about the author. It is definitely a short read. At times funny. At times sad. At times embellished. At times truthy. Well written... I don't see anything wrong with the concept but I get how people could be put off. I some ways this book is reinforcement of a celebrity's personal branding. In other ways it is a rom-com of written words. For the author the catharsis was the making of the book; the journey to the product, not so much the product on the shelf.	3.0 out of 5 stars
At times you feel the Amazon reviewers are quick to give 5 star reviews because they are either fans or are starstruck, but as a neutral reader to me a five star review to my mind, at least,  means "excellent".  While this book was a very good short read by no means would I say it was excellent.	3.0 out of 5 stars
I listened to the audiobook version of GREENLIGHTS cover to cover. Immediately I recognized Matthew McConaghey’s voice. His storytelling throughout is well done and interesting. His stories about his year as an exchange student in Australia or his childhood and life with his siblings and parents were interesting. His story about being arrested on a quiet street in Austin, Texas for playing his drums and smoking his bong in the early morning hours was another great story in GREENLIGHTS.	4.0 out of 5 stars
NOTE TO SELF: well any one reading (listening to it) i would say it is NOT meant for children's ears ... or any one who is offended by cuss words ... and let me tell you i love MM and his humor. i always enjoyed his movies ... for me i was hoping certain movies that i personally love would have been more focused on ...but it is funny how .. i mean i get it .. as an actor/actress you want rolls that will make your career ... appear ... greater than ... that you are stretching yourself and your skills ...but for me he is a happy go lucky dude ... not the cussing person that apparently he is??! i would think that you would want to raise children that would not talk like that. i was raised in a family where the first time i heard my Mom say the "s" word was when she dropped a gorgeous salad she has made ... now that is a time to say a word like that ... GOOD REASON. .. i mean i get it ... if you were raised like that ... so be it ...but it really stinks when you have folks like myself who wanna live in a world where it not front and center all the time??! u know??! i understand. i can not be the only one. it has become such a main stream kind of thing ... plain annoying if you ask me. i felt some sections were a BIT TO "TMI" to too too much information ... i mean i am glad that MM has a great sexual relationship with myself and his wife ... HOORAY!! but come on how ... less is more, thanks!! i would think ... since he went there ... i am going to go there as well .. i have never been a man and will never be one ...but i would think during those moments you would be thinking how great that moment feels not a great life plan ... but apparently for him he is figuring it all out ... i guess u have to take it ... this is funny. there are so many funny ... snot coming out your nose kind of moments. i don't really think he has had any that heartbreaking moments .. did he skip them .. not sure ... i mean loss of a parents ... is huge .. i can not imagine ... i am not making light of it ... just .. i would think when you look back over you life ... you tend to sugar coat a lot of the stinky moments...  GREENLIGHT!! personally i wish some1 in my kind of situation would write a book. not every one is a step by step ... all great moments happening in order ... you know. life stinks at time ...it is normal. but i you know what i think i would love to meet his MOM ... she sounds priceless. what a gem. he is so lucky there. but i am kind of shocked by the movies or shows of his life he thinks are great ... i am happy that i listened. it did add to my life ... didn't take away ...but it is not a kind proper listen. i love his Lincoln commercials, one liners ...he is just funny to me. i love his style. i think he is one of the more attractive folks within Hollywood.	4.0 out of 5 stars
Perfect for Non-Fiction November!	5.0 out of 5 stars
If there is any autobiography that readers should listen to as an alternative to reading, it is this book. Authors who narrate their own audiobooks often fall under harsh criticism because, more often than not, they are not professionally trained voice actors who can render the best service to the material they're working with. Matthew, reading his own book, is absolutely golden. That characteristic voice you'd recognise in a crowded hall with your eyes closed, the wicked chuckle, the Texan drawl that hooks you and keeps you with him every step of the way - all of these things add to the living, breathing, vividly recounted tales of life McConaughey shares. This is not a tell all - at  least, it isn't one that needlessly shames other people who have affected or have been affected by Matthew's life. Told with unwavering humour every step of the way, McConaughey nevertheless tackles deep and challenging topics and themes that are central to life - not just his, but anyone's - in a way that renders his 'bumper stickers', 'notes to self' and 'prescriptions,' instantly relatable. Take it or leave it, readers will gain something from it, even if it is a mere chuckle at an amusing anecdote or insider information they never knew about a favourite movie. This is an exceptional audiobook and autobiography by an extraordinary man. Listen to it!	4.0 out of 5 stars
Great thoughts about life and moving on. But, not always relatable to the average Joe/Jane.	3.0 out of 5 stars
This is a book is outstanding. I have about 1 hour left, and I just bought it this morning. We all know Matthew has a way with words when he talks about any subject. Hearing his descriptions of his life and how he can to be where he is, takes my appreciation of him to the next tier.	5.0 out of 5 stars
Not very good, sounds like nice guy but not very good	1.0 out of 5 stars
This book was OK and sometimes annoying to listen to. MM seems like the guy you’d love to hate if you knew him IRL. Greenlights is a reference to positive signals that his life is heading in the right direction. He sounds a bit narcissistic to me. From “best looking” in high school, getting free rides from folks or smuggling in a “seeing eye dog” - the book reeks of privilege that comes with charm and good looks. Then a bit whiney when he decides rom coms are no longer his thing.	2.0 out of 5 stars
He's got a ton of hard to follow philosophy but not much that will stick with me.  He shares some good stories and it made me laugh at times, but overall is was full verbal sludge.  I'm pretty sure he was high when writing quite a bit of it, and it meanders to nowhere.  I found myself speed reading though most of it.  I like him as an actor, but not so much as an author.  Sorry MM, you are not as interesting as you think you are.	3.0 out of 5 stars
I was so looking forward to this memoir, I think McConaughey is a great actor, with over 30 movies in just over 20 years.  Married with 3 children, he only married his Brazilian American wife after she became pregnant with their third child.  McConaughey grew up in a dysfunctional family, the youngest of 3 sons.  His parents married each other 3x and divorced twice.  There were often vicious battles between the couple yet McConaughey seemed to love both parents and, he seemed to seek his father's approval - at least it was evident when he told him he wanted to give up law school for film school.	2.0 out of 5 stars
Part memoir, part advice, part poetry - Greenlights is McConaughey's love letter to the world. He had an unconventional childhood and the journey into acting was less meandering than most. His stories were not just interesting but genuinely well written. He sprinkled in tips and advice throughout the book based off what he learned but it's not preachy - it just goes with the flow. I always thought he was a bit of a hippie but after reading this book I know he 100% is! From bongo-ing naked to having wet dreams that alter the course of your life to living in an airstream for years - Matthew is the man. He lives life on his own terms and it's not always sunshine and roses (although it is more often than not). He does what he wants and he's reflected a lot about how he got there and where he's going. Interesting, fun, and all around good celebrity memoir. I loved all the photos and notes with advice (the poetry was so so - but it did add to the book even if I didn't love it).	4.0 out of 5 stars
This is a brief list of what made this a book I would definitely recommend.	5.0 out of 5 stars
This book is interesting, and MM is a good writer, but the exaggerations, concerning incidents in his life, got a little old, for me.	4.0 out of 5 stars
I purchased this book hoping to find words of wisdom as I’ve heard from the author in some of his commencement talks. What I got was a disjointed autobiography that was full of drivel and obviously written by a narcissist. Does he really believe we care about his self gratification in someone else’s home or his “Wet Dreams?” I wouldn’t recommend this book to anyone and plan on recycling it. What a waste of time reading this junk.	1.0 out of 5 stars
I first heard about Green lights from a YouTube channel interview Matthew McConaughey did. Intrigued, I purchased the Audible book version. Can't say that I've seen much of Matthew McConaughey's body of work with the exception of Dallas Buyers Club which I thought was excellent and for which he received and Academy award as best actor. I'm going to have to take a look and more of his work after listening to this book. You may disapprove of some of the things he's done in his life, but you won't ever accuse him of not being brutally honest and genuine. He never describes with shame his lower middle class blue-collar up bringing. His greatest strength appear to be his willingness to face the good the bad and the ugly, as just a part of the natural process of life. To pay attention, to learn and to realize that every missed fortune and hardships can also lead  to new opportunities or as he frequently references"Green lights“. I highly recommended, the audio version as the narrated by McConaughey displays his skills and depth as an actor with many great performances to come.	5.0 out of 5 stars
Alight , Alight, Alright!! Greenlights is a remarkable work from a remarkable actor. I am in love with his authorship skills navigating various phases of his life's expedition. The book is informational, motivational, emotional, inspirational, funny, philosophical and exclamatory. I heard the audio version which was 6.5 hours long. Thought it would easily take days but I was so hooked to it that I was able to read, understand, imbibe and enjoy his experiences in less than three days. With his deep, rich, magnificent baritone voice and with his one of a kind modulation, Matthew drew my attention at multitude of occasions and made be present and involved with this unflinching narration with intimate details of the scene and characters. You can't help but visualize every single character, scene and moment he dealt with. I have never read/heard a memoir that is so unconventional, unflinching, candid with so much depth, passion and intensity.	5.0 out of 5 stars
How did the book make me feel/think?	5.0 out of 5 stars
4.5 stars	5.0 out of 5 stars
I listened to this book; Matthew McConaughey narrated it himself.  At first, I was put off because I felt he was over-emoting and it felt like I was listening to a very passionate sermon.  Also, his "greenlight" and "bumper sticker" points were rather abrupt.	3.0 out of 5 stars
Dear Matthew,	5.0 out of 5 stars
I read all the 1 star reviews after having read the book. All the negative comments are exactly the opposite of how I feel. I would love to meet this man and his family. They sound fun, deep thinking, caring, supportive and most importantly loving. For those that are disappointed that he is not the same "person" you see in the movies, you're just ignorant.  It's a testament to his skill as an artist that he is able to play such diverse characters that you believe. The man is raw. He says what he thinks and lives what he feels.  He is a philosopher.  If you don't like any of that, don't bother reading this.  He has lived an amazing life. I am envious of his dedication to himself and his pursuits. It takes strength to do what he has done. I am shocked (and happy) that he found a person to share his crazy life. She must be an amazing person. I'm sure she has some more great stories to add to his. Maybe book two...?! Lastly, the few reviews that said he was a poor writer just aren't paying attention.  You just don't get it. I think your expectations of the characters he plays overruled your ability to appreciate this book. Take a leap and try something new. You'll either love it or hate it. Not sure there is a middle on this one. I borrowed it from the library and am now buying it from Amazon.  Not sure if I want kindle or audio or both. The audio version is THE BEST.	5.0 out of 5 stars
I was a big fan of Matthew's shirtless beach behavior and the Romcom genre.  So I went into this book with a preconceived opinion of "Seriously?  What can I learn from this guy?" :face_with_rolling_eyes:  Hes cute and all, but..."	5.0 out of 5 stars
Although I am not a religious person, Matthew’s book was very inspirational without being over bearing with his own beliefs. Because of the recent red lights I have come to, I NEEDED THIS.	5.0 out of 5 stars
This is a a surprising and remarkable book.  Prior to reading it I had an awareness of Matthew McConaughey as an actor.  So, when I picked up this book I was interested but not expecting much more than a movie bio or entertainment driven book.  This is so so much more!  After reading through it, I am sure that I will not only read again many times, but that it may be one of the ten best books I have ever read.  It is certainly in my top 10.  It was that good.  I have already sent it as a gift to my son, and I plan on sending it to more people this Christmas.	5.0 out of 5 stars
I have to admit, it took decades for me to warm up to Matthew McConaughey. It was his movie, Mud, that tipped the scales completely in his favor. Brilliantly acted; unstrained; unfeigned. Then I saw an interview with him about his new book and had an Audible credit needing to be used. Super thankful for this purchase. Once more - brilliant. McConaughey's use of language, his whip strike wit - coupled with the natural endowments of the gravelly grit of his voice and the intrigue of his Texas accent - have all made for the most pleasant and entertaining adventure in listening. What sneaks up from behind are the life lessons that wrap up all his stories with little "green light" ribbons and bows. An absolute "yes!"	5.0 out of 5 stars
Loved this that came at the right time in my life, as many things do. Love Matthew and his journey. Recommended.	5.0 out of 5 stars
